fpkmX	fpkmY	highlight	gene_short_name
ENSMUSG00000028796	24.0701	16.2149	FALSE	Phc2
ENSMUSG00000028797	113.256	37.8592	FALSE	2510006D16Rik
ENSMUSG00000028798	61.0838	69.0044	FALSE	Eif3i
ENSMUSG00000028799	16.4624	3.03229	FALSE	Zfp362
ENSMUSG00000028800	32.7106	20.6222	FALSE	Hdac1
ENSMUSG00000028801	5.08989	1.263844	FALSE	4930555I21Rik
ENSMUSG00000028803	16.8871	9.24171	FALSE	Nipal3
ENSMUSG00000028804	34.0101	6.87993	FALSE	Csmd2
ENSMUSG00000028807	3.27637	1.0603292	FALSE	Zbtb8a
ENSMUSG00000028809	103.406	68.4395	FALSE	Srrm1
ENSMUSG00000028811	20.0489	28.9654	FALSE	Yars
ENSMUSG00000028813	1.0470246	1.528153	FALSE	CK137956
ENSMUSG00000028820	91.7542	67.3955	FALSE	Sfpq
ENSMUSG00000028821	12.118	17.8392	FALSE	Syf2
ENSMUSG00000028822	31.8702	88.7298	FALSE	Tmem50a
ENSMUSG00000028825	1	1	FALSE	Rhd
ENSMUSG00000028826	27.8692	28.6687	FALSE	Tmem57
ENSMUSG00000028830	80.7657	24.527	FALSE	AU040320
ENSMUSG00000028832	30.9174	113.215	FALSE	Stmn1
ENSMUSG00000028833	725.498	217.743	FALSE	Ncdn
ENSMUSG00000028834	1.0425739	1	FALSE	Trim63
ENSMUSG00000028836	2.16017	1.549247	FALSE	Slc30a2
ENSMUSG00000028837	129.62	71.209	FALSE	Psmb2
ENSMUSG00000028838	4.0449	6.48958	FALSE	Extl1
ENSMUSG00000028840	1.164064	2.20253	FALSE	Zfp593
ENSMUSG00000028841	1	1.0126736	FALSE	Cnksr1
ENSMUSG00000028842	28.8946	13.0181	FALSE	Eif2c3
ENSMUSG00000028843	752.335	179.091	FALSE	Sh3bgrl3
ENSMUSG00000028845	5.27336	1.050869	FALSE	Tekt2
ENSMUSG00000028847	47.0542	33.2381	FALSE	Trappc3
ENSMUSG00000028848	1.199536	2.66947	FALSE	Gpn2
ENSMUSG00000028849	58.2821	48.241	FALSE	Mtap7d1
ENSMUSG00000028850	1.952284	4.38563	FALSE	Gpatch3
ENSMUSG00000028851	53.7781	83.614	FALSE	Nudc
ENSMUSG00000028854	31.3721	20.2587	FALSE	Slc9a1
ENSMUSG00000028857	42.3168	22.1952	FALSE	Tmem222
ENSMUSG00000028859	1	1.00399054	FALSE	Csf3r
ENSMUSG00000028860	1.298746	1	FALSE	Sytl1
ENSMUSG00000028861	35.8602	16.5444	FALSE	Mrps15
ENSMUSG00000028862	2.34774	1.505931	FALSE	Map3k6
ENSMUSG00000028863	30.2161	32.0007	FALSE	Meaf6
ENSMUSG00000028864	1	3.30999	FALSE	Hgf
ENSMUSG00000028865	1	2.40462	FALSE	Cd164l2
ENSMUSG00000028868	6.24291	8.86057	FALSE	Wasf2
ENSMUSG00000028869	16.4601	36.5712	FALSE	Gnl2
ENSMUSG00000028871	1	11.7188	FALSE	Rspo1
ENSMUSG00000028873	1.465618	2.11712	FALSE	Cdca8
ENSMUSG00000028874	1	1	FALSE	Fgr
ENSMUSG00000028876	15.4441	4.06723	FALSE	Epha10
ENSMUSG00000028878	20.4706	24.0133	FALSE	Fam76a
ENSMUSG00000028879	50.3544	58.0462	FALSE	Stx12
ENSMUSG00000028882	3.39176	7.34012	FALSE	Ppp1r8
ENSMUSG00000028883	2.03406	2.29996	FALSE	Sema3a
ENSMUSG00000028884	7.3921	4.07407	FALSE	Rpa2
ENSMUSG00000028885	1.272039	1	FALSE	Smpdl3b
ENSMUSG00000028886	18.9897	8.34981	FALSE	Eya3
ENSMUSG00000028889	5.32634	7.95856	FALSE	Yrdc
ENSMUSG00000028890	11.1735	5.26586	FALSE	Mtf1
ENSMUSG00000028893	4.31238	2.31771	FALSE	Sesn2
ENSMUSG00000028894	6.6069	9.01091	FALSE	Inpp5b
ENSMUSG00000028896	2.28199	2.03835	FALSE	Rcc1
ENSMUSG00000028898	8.0917	8.30388	FALSE	Trnau1ap
ENSMUSG00000028899	11.2167	4.96108	FALSE	Taf12
ENSMUSG00000028901	21.0266	9.07457	FALSE	Gmeb1
ENSMUSG00000028902	38.231	17.0315	FALSE	Sf3a3
ENSMUSG00000028906	24.0079	1.169933	FALSE	Epb4.1
ENSMUSG00000028907	15.2079	11.8554	FALSE	Utp11l
ENSMUSG00000028909	1.323839	24.2931	FALSE	Ptpru
ENSMUSG00000028910	22.1839	9.77038	FALSE	Mecr
ENSMUSG00000028911	24.41	11.9876	FALSE	Srsf4
ENSMUSG00000028914	3.75172	9.42377	FALSE	Casp9
ENSMUSG00000028917	3.22641	9.38554	FALSE	Plekhm2
ENSMUSG00000028919	1	1.00444665	FALSE	Arhgef19
ENSMUSG00000028920	7.17033	6.82394	FALSE	Fbxo42
ENSMUSG00000028923	4.06713	2.68107	FALSE	Necap2
ENSMUSG00000028926	64.5139	77.1906	FALSE	Cdk14
ENSMUSG00000028927	1	4.28865	FALSE	Padi2
ENSMUSG00000028931	66.5979	30.2557	FALSE	Kcnab2
ENSMUSG00000028932	53.6167	57.304	FALSE	Psmc2
ENSMUSG00000028933	2.42249	2.69816	FALSE	Xrcc2
ENSMUSG00000028936	79.4499	74.9782	FALSE	Rpl22
ENSMUSG00000028937	49.0635	189.022	FALSE	Acot7
ENSMUSG00000028938	1	1.053094	FALSE	Galntl5
ENSMUSG00000028940	1	1	FALSE	Hes2
ENSMUSG00000028943	3.70511	1.241907	FALSE	Espn
ENSMUSG00000028944	40.0582	35.9085	FALSE	Prkag2
ENSMUSG00000028945	57.9151	51.2718	FALSE	Rheb
ENSMUSG00000028946	1	1	FALSE	Hes3
ENSMUSG00000028948	10.88927	6.32269	FALSE	Nol9
ENSMUSG00000028949	5.52997	25.3154	FALSE	Smarcd3
ENSMUSG00000028950	1.0190608	1.507884	FALSE	Tas1r1
ENSMUSG00000028952	8.28876	4.09292	FALSE	Zbtb48
ENSMUSG00000028953	24.762	20.8658	FALSE	Abcf2
ENSMUSG00000028954	10.48933	8.88331	FALSE	Nub1
ENSMUSG00000028955	16.259	4.76084	FALSE	Vamp3
ENSMUSG00000028957	10.57898	3.56012	FALSE	Per3
ENSMUSG00000028958	22.6936	7.67677	FALSE	Tmub1
ENSMUSG00000028959	54.4773	35.8858	FALSE	Fastk
ENSMUSG00000028960	43.8001	41.0444	FALSE	Ube4b
ENSMUSG00000028961	9.62395	8.3122	FALSE	Pgd
ENSMUSG00000028962	1.654072	3.10889	FALSE	Slc4a2
ENSMUSG00000028963	1	1.144593	FALSE	Uts2
ENSMUSG00000028964	66.1249	72.4762	FALSE	Park7
ENSMUSG00000028965	1.728624	1.759793	FALSE	Tnfrsf9
ENSMUSG00000028967	42.9419	12.6415	FALSE	Errfi1
ENSMUSG00000028969	13.871	31.8252	FALSE	Cdk5
ENSMUSG00000028970	1.987861	2.22791	FALSE	Abcb1b
ENSMUSG00000028971	2.77186	1	FALSE	Cort
ENSMUSG00000028972	1	1	FALSE	Car6
ENSMUSG00000028973	14.0172	16.7193	FALSE	Abcb8
ENSMUSG00000028974	3.60486	5.74834	FALSE	Dffa
ENSMUSG00000028975	12.5745	5.81871	FALSE	Pex14
ENSMUSG00000028976	1	1.189731	FALSE	Slc2a5
ENSMUSG00000028977	1.615476	1.104801	FALSE	Casz1
ENSMUSG00000028978	1	1.0200523	FALSE	Nos3
ENSMUSG00000028979	1.961278	1.869759	FALSE	Masp2
ENSMUSG00000028980	2.40395	1.846181	FALSE	H6pd
ENSMUSG00000028982	4.32103	13.8987	FALSE	Slc25a33
ENSMUSG00000028986	19.1879	29.9864	FALSE	Klhl7
ENSMUSG00000028988	7.7388	5.20138	FALSE	Ctnnbip1
ENSMUSG00000028989	1.657233	1	FALSE	Angptl7
ENSMUSG00000028990	4.38389	4.86323	FALSE	Lzic
ENSMUSG00000028991	24.1176	26.9957	FALSE	Mtor
ENSMUSG00000028992	2.91752	2.24583	FALSE	Nmnat1
ENSMUSG00000028995	4.05667	11.1972	FALSE	Fam126a
ENSMUSG00000028996	1	1.0804324	FALSE	Rbp7
ENSMUSG00000028998	23.1141	29.7478	FALSE	Tomm7
ENSMUSG00000028999	8.20733	7.04389	FALSE	Rint1
ENSMUSG00000029001	10.61213	34.277	FALSE	Fbxo44
ENSMUSG00000029003	1.912942	15.4361	FALSE	Mad2l2
ENSMUSG00000029004	84.6966	51.6265	FALSE	Mll5
ENSMUSG00000029005	1	1.162381	FALSE	2610109H07Rik
ENSMUSG00000029007	1	1.957402	FALSE	Agtrap
ENSMUSG00000029009	8.83488	4.20205	FALSE	Mthfr
ENSMUSG00000029012	8.67093	6.87486	FALSE	Orc5
ENSMUSG00000029014	14.2665	23.7869	FALSE	Dnajc2
ENSMUSG00000029015	1	1.0956156	FALSE	Slc26a5
ENSMUSG00000029016	11.6656	24.3712	FALSE	Clcn6
ENSMUSG00000029017	34.8672	41.8061	FALSE	Pmpcb
ENSMUSG00000029019	1	1	FALSE	Nppb
ENSMUSG00000029020	44.2821	61.0408	FALSE	Mfn2
ENSMUSG00000029022	6.88969	15.7712	FALSE	Miip
ENSMUSG00000029026	2.49026	1.288687	FALSE	Trp73
ENSMUSG00000029027	3.51515	2.40138	FALSE	Dffb
ENSMUSG00000029028	94.1981	18.9834	FALSE	Lrrc47
ENSMUSG00000029029	6.83657	15.8914	FALSE	Wdr8
ENSMUSG00000029030	53.3799	48.8307	FALSE	Tprgl
ENSMUSG00000029032	1	1	FALSE	Arhgef16
ENSMUSG00000029033	11.4471	12.9053	FALSE	Acap3
ENSMUSG00000029034	10.66378	18.1922	FALSE	Cpsf3l
ENSMUSG00000029036	16.4633	18.723	FALSE	Atad3a
ENSMUSG00000029038	50.57	48.0894	FALSE	Ssu72
ENSMUSG00000029044	1	1	FALSE	4930584F24Rik
ENSMUSG00000029047	3.2728	13.9738	FALSE	Pex10
ENSMUSG00000029048	40.7088	40.9619	FALSE	Rer1
ENSMUSG00000029049	1.268399	2.09603	FALSE	Morn1
ENSMUSG00000029050	76.3228	18.3041	FALSE	Ski
ENSMUSG00000029053	27.0841	35.9043	FALSE	Prkcz
ENSMUSG00000029054	11.6339	1.0321994	FALSE	Gabrd
ENSMUSG00000029055	2.15587	30.6655	FALSE	Plch2
ENSMUSG00000029056	11.298	9.99997	FALSE	Pank4
ENSMUSG00000029059	6.72906	97.9028	FALSE	2810405K02Rik
ENSMUSG00000029060	7.16835	7.12171	FALSE	Mib2
ENSMUSG00000029061	5.49019	1.0878462	FALSE	Mmp23
ENSMUSG00000029062	20.4049	46.9472	FALSE	Cdk11b
ENSMUSG00000029063	8.88782	7.72966	FALSE	Nadk
ENSMUSG00000029064	171.37	215.893	FALSE	Gnb1
ENSMUSG00000029066	39.0534	43.4573	FALSE	Mrpl20
ENSMUSG00000029068	42.5244	23.7265	FALSE	Ccnl2
ENSMUSG00000029070	17.567	2.27324	FALSE	Mxra8
ENSMUSG00000029071	12.2577	8.22934	FALSE	Dvl1
ENSMUSG00000029072	1.625247	1	FALSE	Tas1r3
ENSMUSG00000029073	4.34375	10.66891	FALSE	Gltpd1
ENSMUSG00000029074	1	1	FALSE	Ttll10
ENSMUSG00000029075	1	1.678859	FALSE	Tnfrsf4
ENSMUSG00000029076	38.6468	58.5169	FALSE	Sdf4
ENSMUSG00000029082	1	1.160394	FALSE	Bst1
ENSMUSG00000029084	1	1.211545	FALSE	Cd38
ENSMUSG00000029086	1.280057	1.0727902	FALSE	Prom1
ENSMUSG00000029088	85.7164	63.5376	FALSE	Kcnip4
ENSMUSG00000029089	8.54227	5.3276	FALSE	Pacrgl
ENSMUSG00000029090	2.54618	4.37788	FALSE	Gpr125
ENSMUSG00000029092	1	1	FALSE	4930435H24Rik
ENSMUSG00000029093	19.2942	22.4213	FALSE	Sorcs2
ENSMUSG00000029094	7.53258	2.36921	FALSE	Afap1
ENSMUSG00000029095	30.9557	19.8919	FALSE	Ablim2
ENSMUSG00000029096	1	1.0110972	FALSE	Htra3
ENSMUSG00000029097	3.33408	2.15519	FALSE	2310079F23Rik
ENSMUSG00000029098	6.69332	10.66995	FALSE	Acox3
ENSMUSG00000029101	1.037138	45.807	FALSE	Rgs12
ENSMUSG00000029102	1	1.0360933	FALSE	Hgfac
ENSMUSG00000029103	48.2103	144.618	FALSE	Lrpap1
ENSMUSG00000029104	32.3385	24.4735	FALSE	Htt
ENSMUSG00000029106	151.737	86.7127	FALSE	Add1
ENSMUSG00000029108	7.57946	17.9672	FALSE	Pcdh7
ENSMUSG00000029110	39.1592	22.2072	FALSE	Rnf4
ENSMUSG00000029111	26.4441	12.0175	FALSE	Whsc2
ENSMUSG00000029112	1	1	FALSE	Nkx1-1
ENSMUSG00000029119	6.59297	11.8096	FALSE	Man2b2
ENSMUSG00000029120	71.7693	111.826	FALSE	Ppp2r2c
ENSMUSG00000029121	52.828	102.435	FALSE	Crmp1
ENSMUSG00000029122	1.0147564	3.55499	FALSE	Evc
ENSMUSG00000029123	1.784836	1.128968	FALSE	Stk32b
ENSMUSG00000029125	14.699	13.4552	FALSE	Stx18
ENSMUSG00000029126	30.8639	113.322	FALSE	Nsg1
ENSMUSG00000029127	3.41693	3.11785	FALSE	Zbtb49
ENSMUSG00000029128	15.4257	15.845	FALSE	Rab28
ENSMUSG00000029130	23.0655	14.8463	FALSE	Rnf32
ENSMUSG00000029131	226.39	168.971	FALSE	Dnajb6
ENSMUSG00000029134	9.09398	1.516444	FALSE	Plb1
ENSMUSG00000029135	19.6117	9.52741	FALSE	Fosl2
ENSMUSG00000029136	1.719695	1.175435	FALSE	Rbks
ENSMUSG00000029138	1	1	FALSE	4930548H24Rik
ENSMUSG00000029141	14.1114	72.6679	FALSE	Slc4a1ap
ENSMUSG00000029142	84.3235	51.6412	FALSE	Mrpl33
ENSMUSG00000029144	21.2432	22.2737	FALSE	Gtf3c2
ENSMUSG00000029145	4.5633	16.7195	FALSE	Eif2b4
ENSMUSG00000029146	15.431	20.3608	FALSE	Snx17
ENSMUSG00000029147	30.7177	25.7547	FALSE	Ppm1g
ENSMUSG00000029148	63.7524	70.7437	FALSE	Nrbp1
ENSMUSG00000029149	1.808623	2.08327	FALSE	Krtcap3
ENSMUSG00000029151	79.1221	15.4427	FALSE	Slc30a3
ENSMUSG00000029152	160.312	167.52	FALSE	Ociad1
ENSMUSG00000029153	26.0533	32.6566	FALSE	Ociad2
ENSMUSG00000029154	1	1.00721591	FALSE	Cwh43
ENSMUSG00000029155	1	1	FALSE	Spata18
ENSMUSG00000029156	13.8143	27.5059	FALSE	Sgcb
ENSMUSG00000029158	1	1	FALSE	Yipf7
ENSMUSG00000029161	1.0369316	21.3371	FALSE	Cgref1
ENSMUSG00000029162	1.0901565	8.74848	FALSE	Khk
ENSMUSG00000029163	1	1.0447857	FALSE	Emilin1
ENSMUSG00000029165	20.2453	4.0937	FALSE	Agbl5
ENSMUSG00000029166	122.004	58.5775	FALSE	Mapre3
ENSMUSG00000029167	29.4579	43.5804	FALSE	Ppargc1a
ENSMUSG00000029168	27.6289	1.37719	FALSE	Dpysl5
ENSMUSG00000029169	43.3233	25.5656	FALSE	Dhx15
ENSMUSG00000029171	5.19439	3.02169	FALSE	Pgm1
ENSMUSG00000029173	4.97249	3.38617	FALSE	Sepsecs
ENSMUSG00000029174	6.48719	7.19365	FALSE	Tbc1d1
ENSMUSG00000029175	7.02426	3.22475	FALSE	4930471M23Rik
ENSMUSG00000029176	29.908	67.8834	FALSE	Anapc4
ENSMUSG00000029177	4.65067	1.073633	FALSE	Cenpa
ENSMUSG00000029178	42.0504	17.7427	FALSE	Klf3
ENSMUSG00000029179	5.43923	2.5963	FALSE	Zcchc4
ENSMUSG00000029182	1	1	FALSE	1700001C02Rik
ENSMUSG00000029184	1	1	FALSE	Olfr109
ENSMUSG00000029185	1	3.39196	FALSE	Fam114a1
ENSMUSG00000029186	1	1.548692	FALSE	Pi4k2b
ENSMUSG00000029188	1	1	FALSE	Slc34a2
ENSMUSG00000029189	2.12007	4.24881	FALSE	Sel1l3
ENSMUSG00000029190	45.4094	39.5016	FALSE	D5Ertd579e
ENSMUSG00000029191	18.6875	8.72896	FALSE	Rfc1
ENSMUSG00000029192	24.7008	16.2259	FALSE	Tbc1d14
ENSMUSG00000029193	1	1	FALSE	Cckar
ENSMUSG00000029195	1.535217	1.130918	FALSE	Klb
ENSMUSG00000029196	13.9479	10.18238	FALSE	Tada2b
ENSMUSG00000029198	5.97449	7.92584	FALSE	Grpel1
ENSMUSG00000029199	17.0961	14.0336	FALSE	Lias
ENSMUSG00000029201	9.80382	3.90732	FALSE	Ugdh
ENSMUSG00000029202	17.7126	13.8328	FALSE	Pds5a
ENSMUSG00000029203	164.133	147.547	FALSE	Ube2k
ENSMUSG00000029204	1	1	FALSE	Rhoh
ENSMUSG00000029205	1	1	FALSE	Chrna9
ENSMUSG00000029206	9.99903	3.56278	FALSE	Nsun7
ENSMUSG00000029207	106.095	36.5109	FALSE	Apbb2
ENSMUSG00000029208	7.41544	8.07209	FALSE	Guf1
ENSMUSG00000029209	12.5962	7.63585	FALSE	Gnpda2
ENSMUSG00000029211	69.7504	20.7299	FALSE	Gabra4
ENSMUSG00000029212	37.6573	54.366	FALSE	Gabrb1
ENSMUSG00000029213	9.13839	18.4442	FALSE	Commd8
ENSMUSG00000029217	1	2.00296	FALSE	Tec
ENSMUSG00000029219	1	1	FALSE	Slc10a4
ENSMUSG00000029221	30.3986	42.7626	FALSE	Slc30a9
ENSMUSG00000029223	84.4299	485.715	FALSE	Uchl1
ENSMUSG00000029227	24.3456	31.3261	FALSE	Fip1l1
ENSMUSG00000029228	13.8597	22.9404	FALSE	Lnx1
ENSMUSG00000029229	4.46963	3.21054	FALSE	Chic2
ENSMUSG00000029231	1	1.101799	FALSE	Pdgfra
ENSMUSG00000029233	3.6944	4.07686	FALSE	Srd5a3
ENSMUSG00000029234	12.6724	31.7228	FALSE	Tmem165
ENSMUSG00000029235	1	1	FALSE	Pdcl2
ENSMUSG00000029236	1	1	FALSE	Nmu
ENSMUSG00000029238	38.2113	19.978	FALSE	Clock
ENSMUSG00000029245	53.8121	30.4181	FALSE	Epha5
ENSMUSG00000029246	9.80908	14.1562	FALSE	Ppat
ENSMUSG00000029247	53.0944	96.0169	FALSE	Paics
ENSMUSG00000029248	1	1.623266	FALSE	1700023E05Rik
ENSMUSG00000029249	1.212837	1.0401009	FALSE	Rest
ENSMUSG00000029250	40.6459	35.6916	FALSE	Polr2b
ENSMUSG00000029253	9.58767	13.9382	FALSE	Cenpc1
ENSMUSG00000029254	1.0896082	1.0477383	FALSE	Stap1
ENSMUSG00000029255	1.108267	1.603788	FALSE	Gnrhr
ENSMUSG00000029260	1	1	FALSE	Ugt2b34
ENSMUSG00000029263	3.59209	5.84018	FALSE	Pigg
ENSMUSG00000029265	24.5001	11.3797	FALSE	Dr1
ENSMUSG00000029267	115.701	34.5614	FALSE	Mtf2
ENSMUSG00000029268	1	1	FALSE	Ugt2a1
ENSMUSG00000029269	1	1	FALSE	Sult1b1
ENSMUSG00000029270	56.784	51.9656	FALSE	Fam69a
ENSMUSG00000029272	1	1	FALSE	Sult1e1
ENSMUSG00000029273	1	1	FALSE	Sult1d1
ENSMUSG00000029275	1	1	FALSE	Gfi1
ENSMUSG00000029276	3.80434	13.6626	FALSE	Glmn
ENSMUSG00000029279	5.15418	8.39768	FALSE	Brdt
ENSMUSG00000029280	1	1	FALSE	Smr3a
ENSMUSG00000029281	1	1	FALSE	Smr2
ENSMUSG00000029282	1	1	FALSE	Amtn
ENSMUSG00000029283	8.80983	8.01657	FALSE	Cdc7
ENSMUSG00000029286	1	1.00333388	FALSE	Enam
ENSMUSG00000029287	4.31271	6.16733	FALSE	Tgfbr3
ENSMUSG00000029288	1	1	FALSE	Ambn
ENSMUSG00000029290	26.131	20.4863	FALSE	Zfp326
ENSMUSG00000029291	79.3755	136.217	FALSE	Rufy3
ENSMUSG00000029298	1	1.515171	FALSE	Gbp9
ENSMUSG00000029299	1	1.0299227	FALSE	Abcg3
ENSMUSG00000029304	1	1	FALSE	Spp1
ENSMUSG00000029306	1	1	FALSE	Ibsp
ENSMUSG00000029307	1.425862	1.619661	FALSE	Dmp1
ENSMUSG00000029309	262.765	215.501	FALSE	Sparcl1
ENSMUSG00000029310	12.4072	39.1077	FALSE	Nudt9
ENSMUSG00000029311	7.76479	14.2944	FALSE	Hsd17b11
ENSMUSG00000029312	8.07457	9.32698	FALSE	Klhl8
ENSMUSG00000029313	5.95012	1.638581	FALSE	Aff1
ENSMUSG00000029314	1	2.054	FALSE	Agpat9
ENSMUSG00000029319	31.0249	32.5724	FALSE	Coq2
ENSMUSG00000029320	1	1	FALSE	1700016H13Rik
ENSMUSG00000029321	1	1	FALSE	Slc10a6
ENSMUSG00000029322	1	1	FALSE	Plac8
ENSMUSG00000029326	8.75847	30.8258	FALSE	Enoph1
ENSMUSG00000029328	85.5561	74.7708	FALSE	Hnrpdl
ENSMUSG00000029330	2.56424	1.62773	FALSE	Cds1
ENSMUSG00000029331	1	1.016573	FALSE	4930522N08Rik
ENSMUSG00000029333	1	1.132368	FALSE	Rasgef1b
ENSMUSG00000029334	1	1.00698062	FALSE	Prkg2
ENSMUSG00000029335	1.0332809	3.26054	FALSE	Bmp3
ENSMUSG00000029337	3.79418	7.48414	FALSE	Fgf5
ENSMUSG00000029338	1.0436452	2.21698	FALSE	Antxr2
ENSMUSG00000029343	1	1	FALSE	Crybb1
ENSMUSG00000029344	8.20553	3.74105	FALSE	Tpst2
ENSMUSG00000029345	8.08857	7.29296	FALSE	Tfip11
ENSMUSG00000029346	11.8209	12.6157	FALSE	Srrd
ENSMUSG00000029348	47.1461	13.0315	FALSE	Asphd2
ENSMUSG00000029352	1.816487	2.03133	FALSE	Crybb3
ENSMUSG00000029359	17.9269	43.5602	FALSE	Tesc
ENSMUSG00000029360	2.03863	2.68438	FALSE	Gm9754
ENSMUSG00000029361	22.6441	1.138564	FALSE	Nos1
ENSMUSG00000029363	22.8699	34.5846	FALSE	Rfc5
ENSMUSG00000029364	51.4491	28.7842	FALSE	Wsb2
ENSMUSG00000029366	10.90393	6.9915	FALSE	Dck
ENSMUSG00000029368	1	1.408743	FALSE	Alb
ENSMUSG00000029369	1	1	FALSE	Afm
ENSMUSG00000029370	1	1.0158919	FALSE	Rassf6
ENSMUSG00000029371	1	1	FALSE	Cxcl5
ENSMUSG00000029372	1	1	FALSE	Ppbp
ENSMUSG00000029373	1	1	FALSE	Pf4
ENSMUSG00000029375	1	1	FALSE	Cxcl15
ENSMUSG00000029376	1.0732497	2.7979	FALSE	Mthfd2l
ENSMUSG00000029377	1	1	FALSE	Ereg
ENSMUSG00000029378	1	2.94407	FALSE	Areg
ENSMUSG00000029379	1	1	FALSE	Cxcl3
ENSMUSG00000029380	1	1	FALSE	Cxcl1
ENSMUSG00000029381	1	3.10485	FALSE	Shroom3
ENSMUSG00000029384	1.0893354	1	FALSE	2010109A12Rik
ENSMUSG00000029385	13.0677	10.41872	FALSE	Ccng2
ENSMUSG00000029386	8.24444	4.21194	FALSE	Tctn2
ENSMUSG00000029387	8.28213	5.87495	FALSE	Gtf2h3
ENSMUSG00000029388	5.49977	10.91797	FALSE	Eif2b1
ENSMUSG00000029389	4.8186	11.4966	FALSE	Ddx55
ENSMUSG00000029390	34.306	22.0426	FALSE	Tmed2
ENSMUSG00000029392	37.0318	13.0895	FALSE	Rilpl1
ENSMUSG00000029394	2.43565	19.4937	FALSE	Cdk2ap1
ENSMUSG00000029397	40.6482	16.8484	FALSE	Rchy1
ENSMUSG00000029401	3.76528	7.48541	FALSE	Rilpl2
ENSMUSG00000029402	4.75752	11.4441	FALSE	Snrnp35
ENSMUSG00000029403	24.2135	35.4535	FALSE	Cdkl2
ENSMUSG00000029404	30.9979	36.2469	FALSE	Arl6ip4
ENSMUSG00000029405	86.5346	143.526	FALSE	G3bp2
ENSMUSG00000029406	106.767	6.19843	FALSE	Pitpnm2
ENSMUSG00000029407	23.6079	35.8947	FALSE	Uso1
ENSMUSG00000029408	1.644536	3.5612	FALSE	Abcb9
ENSMUSG00000029409	1	1	FALSE	U90926
ENSMUSG00000029410	1	1.0273671	FALSE	Ppef2
ENSMUSG00000029413	3.27964	6.6692	FALSE	Naaa
ENSMUSG00000029414	1.352568	1.192489	FALSE	Kntc1
ENSMUSG00000029415	8.75295	7.26593	FALSE	Sdad1
ENSMUSG00000029416	7.28865	3.67507	FALSE	Slc15a4
ENSMUSG00000029417	1	1	FALSE	Cxcl9
ENSMUSG00000029419	1.867533	2.20842	FALSE	Gm996
ENSMUSG00000029420	17.9519	12.6804	FALSE	Rimbp2
ENSMUSG00000029422	58.6175	39.7359	FALSE	Rsrc2
ENSMUSG00000029423	1.124423	1.047146	FALSE	Piwil1
ENSMUSG00000029426	5.22181	12.8359	FALSE	Scarb2
ENSMUSG00000029427	8.83844	3.65631	FALSE	Zcchc8
ENSMUSG00000029428	4.51613	4.8416	FALSE	Stx2
ENSMUSG00000029430	53.9032	129.682	FALSE	Ran
ENSMUSG00000029431	2.91586	1.8244	FALSE	B3gnt4
ENSMUSG00000029432	45.2778	37.0061	FALSE	Gbas
ENSMUSG00000029433	28.6307	18.2313	FALSE	Diablo
ENSMUSG00000029434	12.6071	23.2873	FALSE	Vps33a
ENSMUSG00000029436	93.5952	66.881	FALSE	Mmp17
ENSMUSG00000029437	1	1	FALSE	Il31
ENSMUSG00000029438	22.8241	12.9963	FALSE	Bcl7a
ENSMUSG00000029439	23.4537	19.4562	FALSE	Sfswap
ENSMUSG00000029440	12.1069	8.99842	FALSE	Psmd9
ENSMUSG00000029442	2.98843	1.192676	FALSE	Wdr66
ENSMUSG00000029445	1	1.0547295	FALSE	Hpd
ENSMUSG00000029446	16.0345	27.2958	FALSE	Psph
ENSMUSG00000029447	42.2319	49.0929	FALSE	Cct6a
ENSMUSG00000029449	7.61818	8.83739	FALSE	Rhof
ENSMUSG00000029451	1	1	FALSE	Gm13103
ENSMUSG00000029452	2.33016	3.16705	FALSE	Tmem116
ENSMUSG00000029454	25.395	31.8987	FALSE	Mapkapk5
ENSMUSG00000029455	3.46499	6.4509	FALSE	Aldh2
ENSMUSG00000029456	1.880188	1.272067	FALSE	Acad10
ENSMUSG00000029458	36.2725	29.5582	FALSE	Brap
ENSMUSG00000029461	213.45	50.8044	FALSE	Fam168a
ENSMUSG00000029462	168.454	90.3519	FALSE	Vps29
ENSMUSG00000029463	40.4681	27.752	FALSE	1500011H22Rik
ENSMUSG00000029464	29.704	14.0222	FALSE	Gpn3
ENSMUSG00000029465	49.7156	59.8502	FALSE	Arpc3
ENSMUSG00000029466	4.06313	10.49257	FALSE	Anapc7
ENSMUSG00000029467	141.596	167.064	FALSE	Atp2a2
ENSMUSG00000029468	1	4.86008	FALSE	P2rx7
ENSMUSG00000029469	29.3608	27.0405	FALSE	Ift81
ENSMUSG00000029470	8.43121	4.89777	FALSE	P2rx4
ENSMUSG00000029471	14.6064	9.6318	FALSE	Camkk2
ENSMUSG00000029472	28.0576	34.0626	FALSE	Anapc5
ENSMUSG00000029474	18.0004	25.3883	FALSE	Rnf34
ENSMUSG00000029475	10.00787	8.11121	FALSE	Kdm2b
ENSMUSG00000029477	1	1.245438	FALSE	Morn3
ENSMUSG00000029478	101.036	22.3804	FALSE	Ncor2
ENSMUSG00000029480	2.30886	2.38269	FALSE	Dhx37
ENSMUSG00000029482	3.60287	8.27404	FALSE	Aacs
ENSMUSG00000029483	10.01431	17.3917	FALSE	Tmem132b
ENSMUSG00000029484	1	1.0475293	FALSE	Anxa3
ENSMUSG00000029486	7.62823	9.51074	FALSE	Mrpl1
